member_id	first_name	last_name	position	iso2c	country	group_code	group_label	group_short_label
129073	Urmas	PAET	For	EE	Estonia	RENEW	Renew Europe	Renew
125038	Maite	PAGAZAURTUNDÚA	For	ES	Spain	RENEW	Renew Europe	Renew
250235	Witold	PAHL	Against	PL	Poland	EPP	European People’s Party	EPP
99283	Alessandro	PANZA	Against	IT	Italy	ID	Identity and Democracy	ID
124692	Demetris	PAPADAKIS	For	CY	Cyprus	SD	Progressive Alliance of Socialists and Democrats	S&D
125093	Kostas	PAPADAKIS	Against	GR	Greece	NI	Non-attached Members	Non-attached
28586	Dimitrios	PAPADIMOULIS	For	GR	Greece	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
244571	Nikos	PAPANDREOU	For	GR	Greece	SD	Progressive Alliance of Socialists and Democrats	S&D
36392	Aldo	PATRICIELLO	Did Not Vote	IT	Italy	ID	Identity and Democracy	ID
197466	Jutta	PAULUS	For	DE	Germany	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
124844	Piernicola	PEDICINI	Did Not Vote	IT	Italy	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197563	Mauri	PEKKARINEN	For	FI	Finland	RENEW	Renew Europe	Renew
197539	Mikuláš	PEKSA	For	CZ	Czechia	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197527	Anne-Sophie	PELLETIER	For	FR	France	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197845	Tsvetelina	PENKOVA	Did Not Vote	BG	Bulgaria	SD	Progressive Alliance of Socialists and Democrats	S&D
243979	Francesca	PEPPUCCI	For	IT	Italy	EPP	European People’s Party	EPP
197738	Lídia	PEREIRA	For	PT	Portugal	EPP	European People’s Party	EPP
197754	Sandra	PEREIRA	Abstain	PT	Portugal	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197573	Kira Marie	PETER-HANSEN	For	DK	Denmark	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
124872	Morten	PETERSEN	For	DK	Denmark	RENEW	Renew Europe	Renew
124846	Pina	PICIERNO	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
112744	Tonino	PICULA	For	HR	Croatia	SD	Progressive Alliance of Socialists and Democrats	S&D
28224	Markus	PIEPER	For	DE	Germany	EPP	European People’s Party	EPP
40599	Sirpa	PIETIKÄINEN	For	FI	Finland	EPP	European People’s Party	EPP
197619	Sabrina	PIGNEDOLI	For	IT	Italy	NI	Non-attached Members	Non-attached
136236	João	PIMENTA LOPES	Abstain	PT	Portugal	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197828	Manu	PINEDA	Abstain	ES	Spain	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197629	Maxette	PIRBAKAS	For	FR	France	NI	Non-attached Members	Non-attached
249443	Wolfram	PIRCHNER	For	AT	Austria	EPP	European People’s Party	EPP
197590	Giuliano	PISAPIA	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
38595	Rovana	PLUMB	For	RO	Romania	SD	Progressive Alliance of Socialists and Democrats	S&D
197404	Jessica	POLFJÄRD	For	SE	Sweden	EPP	European People’s Party	EPP
197765	Peter	POLLÁK	Abstain	SK	Slovakia	EPP	European People’s Party	EPP
124704	Stanislav	POLČÁK	For	CZ	Czechia	EPP	European People’s Party	EPP
204443	Clara	PONSATÍ OBIOLS	Did Not Vote	ES	Spain	NI	Non-attached Members	Non-attached
237320	Eva Maria	POPTCHEVA	For	ES	Spain	RENEW	Renew Europe	Renew
96801	Tomasz Piotr	PORĘBA	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
125706	Jiří	POSPÍŠIL	Abstain	CZ	Czechia	EPP	European People’s Party	EPP
239972	Erik	POULSEN	For	DK	Denmark	RENEW	Renew Europe	Renew
197820	Nicola	PROCACCINI	Abstain	IT	Italy	ECR	European Conservatives and Reformists	ECR
202351	Carles	PUIGDEMONT I CASAMAJÓ	For	ES	Spain	NI	Non-attached Members	Non-attached
197663	Dragoş	PÎSLARU	For	RO	Romania	RENEW	Renew Europe	Renew
197764	Miroslav	RADAČOVSKÝ	Did Not Vote	SK	Slovakia	NI	Non-attached Members	Non-attached
124850	Emil	RADEV	For	BG	Bulgaria	EPP	European People’s Party	EPP
188945	Dennis	RADTKE	For	DE	Germany	EPP	European People’s Party	EPP
197868	Samira	RAFAELA	For	NL	Netherlands	RENEW	Renew Europe	Renew
197544	Elżbieta	RAFALSKA	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
239973	Bergur Løkke	RASMUSSEN	For	DK	Denmark	RENEW	Renew Europe	Renew
96998	Evelyn	REGNER	For	AT	Austria	SD	Progressive Alliance of Socialists and Democrats	S&D
197488	Guido	REIL	Against	DE	Germany	ID	Identity and Democracy	ID
103381	Terry	REINTKE	For	DE	Germany	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
229839	René	REPASI	For	DE	Germany	SD	Progressive Alliance of Socialists and Democrats	S&D
197413	Karlo	RESSLER	Did Not Vote	HR	Croatia	EPP	European People’s Party	EPP
218347	Thijs	REUTEN	For	NL	Netherlands	SD	Progressive Alliance of Socialists and Democrats	S&D
197832	Diana	RIBA I GINER	For	ES	Spain	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
4253	Frédérique	RIES	For	BE	Belgium	RENEW	Renew Europe	Renew
197787	Antonio Maria	RINALDI	Against	IT	Italy	ID	Identity and Democracy	ID
229519	Catharina	RINZEMA	For	NL	Netherlands	RENEW	Renew Europe	Renew
206158	Manuela	RIPA	For	DE	Germany	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
96885	Dominique	RIQUET	For	FR	France	RENEW	Renew Europe	Renew
197615	Jérôme	RIVIÈRE	Against	FR	France	NI	Non-attached Members	Non-attached
197801	Franco	ROBERTI	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
254718	Anabela	RODRIGUES	For	PT	Portugal	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197785	Eugenia	RODRÍGUEZ PALOP	Against	ES	Spain	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
4344	María Soraya	RODRÍGUEZ RAMOS	For	ES	Spain	RENEW	Renew Europe	Renew
125043	Inma	RODRÍGUEZ-PIÑERO	For	ES	Spain	SD	Progressive Alliance of Socialists and Democrats	S&D
250538	Rafał	ROMANOWSKI	Did Not Vote	PL	Poland	ECR	European Conservatives and Reformists	ECR
197792	Daniela	RONDINELLI	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
197776	Rob	ROOKEN	Against	NL	Netherlands	ECR	European Conservatives and Reformists	ECR
204733	Dorien	ROOKMAKER	For	NL	Netherlands	ECR	European Conservatives and Reformists	ECR
197709	Robert	ROOS	Against	NL	Netherlands	ECR	European Conservatives and Reformists	ECR
197506	Caroline	ROOSE	For	FR	France	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
125214	Bronis	ROPĖ	For	LT	Lithuania	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
204413	Marcos	ROS SEMPERE	For	ES	Spain	SD	Progressive Alliance of Socialists and Democrats	S&D
243912	Maria Veronica	ROSSI	Against	IT	Italy	ID	Identity and Democracy	ID
96653	Katarína	ROTH NEVEĎALOVÁ	Against	SK	Slovakia	NI	Non-attached Members	Non-attached
197690	André	ROUGÉ	Against	FR	France	ID	Identity and Democracy	ID
245858	Thomas	RUDNER	For	DE	Germany	SD	Progressive Alliance of Socialists and Democrats	S&D
197773	Bert-Jan	RUISSEN	Abstain	NL	Netherlands	ECR	European Conservatives and Reformists	ECR
127096	Domènec	RUIZ DEVESA	For	ES	Spain	SD	Progressive Alliance of Socialists and Democrats	S&D
132366	Pirkko	RUOHONEN-LERNER	For	FI	Finland	ECR	European Conservatives and Reformists	ECR
197545	Bogdan	RZOŃCA	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
197584	Sándor	RÓNAI	Against	HU	Hungary	SD	Progressive Alliance of Socialists and Democrats	S&D
204368	Christian	SAGARTZ	For	AT	Austria	EPP	European People’s Party	EPP
249284	Laurence	SAILLIET	Abstain	FR	France	EPP	European People’s Party	EPP
125670	Massimiliano	SALINI	For	IT	Italy	EPP	European People’s Party	EPP
24594	Anne	SANDER	Abstain	FR	France	EPP	European People’s Party	EPP
124781	Alfred	SANT	For	MT	Malta	SD	Progressive Alliance of Socialists and Democrats	S&D
197650	Isabel	SANTOS	For	PT	Portugal	SD	Progressive Alliance of Socialists and Democrats	S&D
254722	Teófilo	SANTOS	For	PT	Portugal	EPP	European People’s Party	EPP
251249	Esther	SANZ SELVA	Against	ES	Spain	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197578	Silvia	SARDONE	Against	IT	Italy	ID	Identity and Democracy	ID
112611	Petri	SARVAMAA	For	FI	Finland	EPP	European People’s Party	EPP
28297	Jacek	SARYUSZ-WOLSKI	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
197500	Mounir	SATOURI	For	FR	France	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
37312	Christel	SCHALDEMOSE	For	DK	Denmark	SD	Progressive Alliance of Socialists and Democrats	S&D
213330	Ernő	SCHALLER-BAROSS	Against	HU	Hungary	NI	Non-attached Members	Non-attached
197670	Andreas	SCHIEDER	For	AT	Austria	SD	Progressive Alliance of Socialists and Democrats	S&D
190517	Martin	SCHIRDEWAN	Did Not Vote	DE	Germany	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197422	Christine	SCHNEIDER	For	DE	Germany	EPP	European People’s Party	EPP
96646	Helmut	SCHOLZ	For	DE	Germany	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
125030	Annie	SCHREIJER-PIERIK	Did Not Vote	NL	Netherlands	EPP	European People’s Party	EPP
124837	Joachim	SCHUSTER	For	DE	Germany	SD	Progressive Alliance of Socialists and Democrats	S&D
28223	Andreas	SCHWAB	For	DE	Germany	EPP	European People’s Party	EPP
197425	Ralf	SEEKATZ	For	DE	Germany	EPP	European People’s Party	EPP
197835	Aušra	SEIBUTYTĖ	For	LT	Lithuania	EPP	European People’s Party	EPP
197418	Monica	SEMEDO	For	LU	Luxembourg	RENEW	Renew Europe	Renew
197423	Nico	SEMSROTT	Did Not Vote	DE	Germany	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197677	Günther	SIDL	For	AT	Austria	SD	Progressive Alliance of Socialists and Democrats	S&D
124747	Pedro	SILVA PEREIRA	For	PT	Portugal	SD	Progressive Alliance of Socialists and Democrats	S&D
197426	Sven	SIMON	For	DE	Germany	EPP	European People’s Party	EPP
197935	Ivan Vilibor	SINČIĆ	Abstain	HR	Croatia	NI	Non-attached Members	Non-attached
96932	Birgit	SIPPEL	Did Not Vote	DE	Germany	SD	Progressive Alliance of Socialists and Democrats	S&D
197390	Sara	SKYTTEDAL	Abstain	SE	Sweden	EPP	European People’s Party	EPP
197849	Andrey	SLABAKOV	Against	BG	Bulgaria	ECR	European Conservatives and Reformists	ECR
197791	Massimiliano	SMERIGLIO	Did Not Vote	IT	Italy	NI	Non-attached Members	Non-attached
204334	Vincenzo	SOFO	Abstain	IT	Italy	ECR	European Conservatives and Reformists	ECR
197417	Tomislav	SOKOL	Did Not Vote	HR	Croatia	EPP	European People’s Party	EPP
185974	Jordi	SOLÉ	For	ES	Spain	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197784	Susana	SOLÍS PÉREZ	For	ES	Spain	RENEW	Renew Europe	Renew
124834	Martin	SONNEBORN	Against	DE	Germany	NI	Non-attached Members	Non-attached
197550	Sylwia	SPUREK	For	PL	Poland	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
125064	Maria	SPYRAKI	For	GR	Greece	EPP	European People’s Party	EPP
197825	Raffaele	STANCANELLI	Did Not Vote	IT	Italy	ECR	European Conservatives and Reformists	ECR
124852	Sergei	STANISHEV	For	BG	Bulgaria	SD	Progressive Alliance of Socialists and Democrats	S&D
239271	Eleni	STAVROU	Did Not Vote	CY	Cyprus	EPP	European People’s Party	EPP
197772	Tineke	STRIK	For	NL	Netherlands	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
134605	Ramona	STRUGARIU	For	RO	Romania	RENEW	Renew Europe	Renew
197553	Beata	SZYDŁO	Did Not Vote	PL	Poland	ECR	European Conservatives and Reformists	ECR
197722	Nacho	SÁNCHEZ AMOR	For	ES	Spain	SD	Progressive Alliance of Socialists and Democrats	S&D
125020	Paul	TANG	Did Not Vote	NL	Netherlands	SD	Progressive Alliance of Socialists and Democrats	S&D
29579	Marc	TARABELLA	For	BE	Belgium	NI	Non-attached Members	Non-attached
204346	Dominik	TARCZYŃSKI	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
197806	Annalisa	TARDINO	Against	IT	Italy	ID	Identity and Democracy	ID
197756	Vera	TAX	For	NL	Netherlands	SD	Progressive Alliance of Socialists and Democrats	S&D
197655	Cristian	TERHEŞ	Against	RO	Romania	ECR	European Conservatives and Reformists	ECR
204449	Riho	TERRAS	Did Not Vote	EE	Estonia	EPP	European People’s Party	EPP
197831	Hermann	TERTSCH	For	ES	Spain	ECR	European Conservatives and Reformists	ECR
197667	Barbara	THALER	For	AT	Austria	EPP	European People’s Party	EPP
250918	François	THIOLLET	For	FR	France	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
96776	Róża	THUN UND HOHENSTEIN	For	PL	Poland	RENEW	Renew Europe	Renew
197591	Irene	TINAGLI	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
197559	Grzegorz	TOBISZOWSKI	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
197402	Tomas	TOBÉ	For	SE	Sweden	EPP	European People’s Party	EPP
28340	Patrizia	TOIA	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
197547	Irène	TOLLERET	For	FR	France	RENEW	Renew Europe	Renew
197672	Eugen	TOMAC	For	RO	Romania	EPP	European People’s Party	EPP
96697	Waldemar	TOMASZEWSKI	Against	LT	Lithuania	ECR	European Conservatives and Reformists	ECR
125104	Romana	TOMC	For	SI	Slovenia	EPP	European People’s Party	EPP
124700	Jana	TOOM	For	EE	Estonia	RENEW	Renew Europe	Renew
114268	Nils	TORVALDS	For	FI	Finland	RENEW	Renew Europe	Renew
97236	Marie	TOUSSAINT	For	FR	France	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197580	Isabella	TOVAGLIERI	Did Not Vote	IT	Italy	ID	Identity and Democracy	ID
96713	Evžen	TOŠENOVSKÝ	For	CZ	Czechia	ECR	European Conservatives and Reformists	ECR
197894	László	TRÓCSÁNYI	Against	HU	Hungary	NI	Non-attached Members	Non-attached
197665	Dragoş	TUDORACHE	For	RO	Romania	RENEW	Renew Europe	Renew
198183	Mihai	TUDOSE	Did Not Vote	RO	Romania	SD	Progressive Alliance of Socialists and Democrats	S&D
27714	Edina	TÓTH	Against	HU	Hungary	NI	Non-attached Members	Non-attached
197763	Milan	UHRÍK	Against	SK	Slovakia	NI	Non-attached Members	Non-attached
124705	István	UJHELYI	For	HU	Hungary	SD	Progressive Alliance of Socialists and Democrats	S&D
131507	Miguel	URBÁN CRESPO	Did Not Vote	ES	Spain	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
96698	Viktor	USPASKICH	Did Not Vote	LT	Lithuania	NI	Non-attached Members	Non-attached
197810	Nils	UŠAKOVS	For	LV	Latvia	SD	Progressive Alliance of Socialists and Democrats	S&D
28617	Inese	VAIDERE	For	LV	Latvia	EPP	European People’s Party	EPP
5729	Kathleen	VAN BREMPT	For	BE	Belgium	SD	Progressive Alliance of Socialists and Democrats	S&D
125106	Johan	VAN OVERTVELDT	For	BE	Belgium	ECR	European Conservatives and Reformists	ECR
197870	Kim	VAN SPARRENTAK	For	NL	Netherlands	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
124934	Monika	VANA	For	AT	Austria	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
185771	Tom	VANDENDRIESSCHE	Against	BE	Belgium	ID	Identity and Democracy	ID
129164	Tom	VANDENKENDELAERE	For	BE	Belgium	EPP	European People’s Party	EPP
239257	Achille	VARIATI	For	IT	Italy	SD	Progressive Alliance of Socialists and Democrats	S&D
130100	Hilde	VAUTMANS	For	BE	Belgium	RENEW	Renew Europe	Renew
197502	Marie-Pierre	VEDRENNE	For	FR	France	RENEW	Renew Europe	Renew
96756	Sabine	VERHEYEN	For	DE	Germany	EPP	European People’s Party	EPP
97058	Guy	VERHOFSTADT	For	BE	Belgium	RENEW	Renew Europe	Renew
125001	Harald	VILIMSKY	Against	AT	Austria	ID	Identity and Democracy	ID
197827	Idoia	VILLANUEVA RUIZ	Against	ES	Spain	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197571	Nikolaj	VILLUMSEN	For	DK	Denmark	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
98582	Loránt	VINCZE	Abstain	RO	Romania	EPP	European People’s Party	EPP
199941	Marianne	VIND	For	DK	Denmark	SD	Progressive Alliance of Socialists and Democrats	S&D
124726	Henna	VIRKKUNEN	For	FI	Finland	EPP	European People’s Party	EPP
124875	Anders	VISTISEN	Against	DK	Denmark	ID	Identity and Democracy	ID
197844	Petar	VITANOV	For	BG	Bulgaria	SD	Progressive Alliance of Socialists and Democrats	S&D
197451	Viola	VON CRAMON-TAUBADEL	For	DE	Germany	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197537	Alexandr	VONDRA	For	CZ	Czechia	ECR	European Conservatives and Reformists	ECR
96761	Axel	VOSS	For	DE	Germany	EPP	European People’s Party	EPP
125065	Elissavet	VOZEMBERG-VRIONIDI	Did Not Vote	GR	Greece	EPP	European People’s Party	EPP
197552	Veronika	VRECIONOVÁ	For	CZ	Czechia	ECR	European Conservatives and Reformists	ECR
197798	Lucia	VUOLO	For	IT	Italy	EPP	European People’s Party	EPP
204400	Adrián	VÁZQUEZ LÁZARA	For	ES	Spain	RENEW	Renew Europe	Renew
190464	Thomas	WAITZ	For	AT	Austria	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
197817	Mick	WALLACE	Against	IE	Ireland	GUE_NGL	The Left in the European Parliament – GUE/NGL	GUE/NGL
197863	Maria	WALSH	Did Not Vote	IE	Ireland	EPP	European People’s Party	EPP
197429	Marion	WALSMANN	For	DE	Germany	EPP	European People’s Party	EPP
197405	Jörgen	WARBORN	For	SE	Sweden	EPP	European People’s Party	EPP
197566	Witold Jan	WASZCZYKOWSKI	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
28229	Manfred	WEBER	For	DE	Germany	EPP	European People’s Party	EPP
123562	Charlie	WEIMERS	Did Not Vote	SE	Sweden	ECR	European Conservatives and Reformists	ECR
197515	Pernille	WEISS	For	DK	Denmark	EPP	European People’s Party	EPP
2323	Rainer	WIELAND	For	DE	Germany	EPP	European People’s Party	EPP
197675	Sarah	WIENER	For	AT	Austria	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
214839	Emma	WIESNER	For	SE	Sweden	RENEW	Renew Europe	Renew
197769	Michal	WIEZIK	Abstain	SK	Slovakia	RENEW	Renew Europe	Renew
39725	Iuliu	WINKLER	For	RO	Romania	EPP	European People’s Party	EPP
197652	Angelika	WINZIG	For	AT	Austria	EPP	European People’s Party	EPP
197421	Isabel	WISELER-LIMA	For	LU	Luxembourg	EPP	European People’s Party	EPP
124877	Jadwiga	WIŚNIEWSKA	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
5392	Lara	WOLTERS	For	NL	Netherlands	SD	Progressive Alliance of Socialists and Democrats	S&D
185619	Tiemo	WÖLKEN	For	DE	Germany	SD	Progressive Alliance of Socialists and Democrats	S&D
197511	Salima	YENBOU	For	FR	France	RENEW	Renew Europe	Renew
197581	Stéphanie	YON-COURTIN	For	FR	France	RENEW	Renew Europe	Renew
197842	Elena	YONCHEVA	Did Not Vote	BG	Bulgaria	SD	Progressive Alliance of Socialists and Democrats	S&D
125067	Theodoros	ZAGORAKIS	Did Not Vote	GR	Greece	SD	Progressive Alliance of Socialists and Democrats	S&D
23712	Jan	ZAHRADIL	Against	CZ	Czechia	ECR	European Conservatives and Reformists	ECR
197572	Anna	ZALEWSKA	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
197586	Stefania	ZAMBELLI	For	IT	Italy	EPP	European People’s Party	EPP
124780	Marco	ZANNI	Against	IT	Italy	ID	Identity and Democracy	ID
197606	Javier	ZARZALEJOS	Abstain	ES	Spain	EPP	European People’s Party	EPP
124713	Tomáš	ZDECHOVSKÝ	Abstain	CZ	Czechia	EPP	European People’s Party	EPP
197489	Bernhard	ZIMNIOK	Against	DE	Germany	ID	Identity and Democracy	ID
197621	Juan Ignacio	ZOIDO ÁLVAREZ	Abstain	ES	Spain	EPP	European People’s Party	EPP
124739	Carlos	ZORRINHO	For	PT	Portugal	SD	Progressive Alliance of Socialists and Democrats	S&D
185341	Željana	ZOVKO	Did Not Vote	HR	Croatia	EPP	European People’s Party	EPP
125237	Marco	ZULLO	For	IT	Italy	RENEW	Renew Europe	Renew
96933	Milan	ZVER	For	SI	Slovenia	EPP	European People’s Party	EPP
28615	Roberts	ZĪLE	Did Not Vote	LV	Latvia	ECR	European Conservatives and Reformists	ECR
124884	Kosma	ZŁOTOWSKI	Against	PL	Poland	ECR	European Conservatives and Reformists	ECR
125025	Marcel	de GRAAFF	Against	NL	Netherlands	NI	Non-attached Members	Non-attached
197766	Lucia	ĎURIŠ NICHOLSONOVÁ	For	SK	Slovakia	RENEW	Renew Europe	Renew
96791	Elżbieta Katarzyna	ŁUKACIJEWSKA	Against	PL	Poland	EPP	European People’s Party	EPP
58766	Nicolae	ŞTEFĂNUȚĂ	Did Not Vote	RO	Romania	GREEN_EFA	Greens/European Free Alliance	Greens/EFA
124710	Michaela	ŠOJDROVÁ	Abstain	CZ	Czechia	EPP	European People’s Party	EPP
124929	Ivan	ŠTEFANEC	Abstain	SK	Slovakia	EPP	European People’s Party	EPP
28619	Tatjana	ŽDANOKA	Against	LV	Latvia	NI	Non-attached Members	Non-attached
