year,consumption,income,wealth,interest,lnconsump,lndpi,lnwealth,dlnconsump,dlndpi,dlnwealth,dinterest,rlnconsump,rlndpi,rlnwealth,rinterest,dconsump,dincome,dwealth,rconsump,rincome,rwealth,rinterest2,time
21916,976.400024414063,1035.19995117188,5166.81494140625,-10.3509397506714,6.88387250900269,6.94234991073608,8.55001163482666,,,,,,,,,,,,,,,,1
21916,998.099975585938,1090,5280.7568359375,-4.71980381011963,6.90585327148438,6.99393320083618,8.57182502746582,0.0219807624816895,0.0515832901000977,0.0218133926391602,5.63113594055176,4.67086172103882,4.73995590209961,5.7958869934082,-1.3591570854187,21.699951171875,54.800048828125,113.94189453125,704.356018066406,778.56640625,3726.35205078125,-1.60578680038452,2
21916,1025.30004882813,1095.59997558594,5607.35107421875,1.04406297206879,6.93274068832397,6.99905729293823,8.63183403015137,0.0268874168395996,0.00512409210205078,0.0600090026855469,5.76386690139771,4.69061231613159,4.72833204269409,5.84881353378296,2.57644486427307,27.2000732421875,5.5999755859375,326.59423828125,725.027770996094,767.680114746094,4018.66772460938,2.46398711204529,3
21916,1090.90002441406,1192.69995117188,5759.51513671875,0.40734601020813,6.99475812911987,7.08397483825684,8.65860843658447,0.0620174407958984,0.0849175453186035,0.0267744064331055,-0.636716961860657,4.74390029907227,4.81158590316772,5.85610485076904,0.0683693662285805,65.5999755859375,97.0999755859375,152.1640625,782.444763183594,863.095397949219,4072.57788085937,0.0932460427284241,4
21916,1107.09997558594,1227,6086.05615234375,-5.28315210342407,7.00949907302856,7.11232757568359,8.71375560760498,0.0147409439086914,0.0283527374267578,0.0551471710205078,-5.69049835205078,4.73850631713867,4.81236839294434,5.90255928039551,-5.4154052734375,16.199951171875,34.300048828125,326.541015625,778.909362792969,868.183532714844,4353.34130859375,-5.40569972991943,5
21916,1142.40002441406,1266.80004882813,6243.86376953125,-0.277011007070541,7.04088640213013,7.1442494392395,8.73935413360596,0.0313873291015625,0.0319218635559082,0.0255985260009766,5.0061411857605,4.76510763168335,4.83508491516113,5.91025304794312,1.43827366828918,35.300048828125,39.800048828125,157.8076171875,809.335754394531,897.664611816406,4412.9111328125,1.31239306926727,6
21916,1197.19995117188,1327.5,6355.61279296875,0.561137020587921,7.08774089813232,7.19105291366577,8.75709342956543,0.0468544960021973,0.0468034744262695,0.0177392959594727,0.83814799785614,4.80177164077759,4.87152433395386,5.91968107223511,0.651074349880219,54.7999267578125,60.699951171875,111.7490234375,853.515869140625,946.390930175781,4477.1845703125,0.64447408914566,7
21916,1221.90002441406,1344,6797.02685546875,-0.138475999236107,7.10816240310669,7.20340538024902,8.82424068450928,0.0204215049743652,0.012352466583252,0.0671472549438477,-0.699613034725189,4.8069806098938,4.86868143081665,5.98106908798218,-0.3206607401371,24.7000732421875,16.5,441.4140625,861.729736328125,944.629760742188,4884.9794921875,-0.307290643453598,8
21916,1310.40002441406,1433.80004882813,7172.2421875,0.261997014284134,7.17808771133423,7.2680835723877,8.87797355651856,0.0699253082275391,0.0646781921386719,0.0537328720092773,0.40047299861908,4.87027549743652,4.92934894561768,6.01300144195557,0.306956112384796,88.5,89.800048828125,375.21533203125,942.798889160156,1029.4658203125,5127.3984375,0.303656667470932,9
21916,1348.80004882813,1502.30004882813,7375.18017578125,-0.736123979091644,7.20697069168091,7.31475257873535,8.90587520599365,0.0288829803466797,0.0466690063476563,0.0279016494750977,-0.998121023178101,4.87645578384399,4.95501899719238,6.02345752716064,-0.821186721324921,38.4000244140625,68.5,202.93798828125,954.57421875,1070.95007324219,5217.455078125,-0.814944207668304,10
21916,1381.80004882813,1539.5,7315.2861328125,-0.260683000087738,7.23114252090454,7.3392128944397,8.89772129058838,0.0241718292236328,0.0244603157043457,-0.00815391540527344,0.475440979003906,4.89125061035156,4.96432733535767,6.00624465942383,-0.0216851215809584,33,37.199951171875,-59.89404296875,976.021789550781,1087.54223632813,5096.50830078125,-0.039224598556757,11
21916,1393,1553.69995117188,7869.97509765625,-0.57463002204895,7.23921489715576,7.3483943939209,8.97080993652344,0.0080723762512207,0.00918149948120117,0.0730886459350586,-0.313947021961212,4.89147472381592,4.96556711196899,6.08198070526123,-0.489993900060654,11.199951171875,14.199951171875,554.68896484375,977.293884277344,1090.55078125,5669.2158203125,-0.496205121278763,12
21916,1470.69995117188,1623.80004882813,8188.05419921875,2.29594302177429,7.29349374771118,7.39252424240112,9.01043128967285,0.0542788505554199,0.0441298484802246,0.0396213531494141,2.87057304382324,4.94313287734985,5.00671577453613,6.09787225723267,2.48250865936279,77.699951171875,70.10009765625,318.0791015625,1051.62438964844,1156.37890625,5820.42041015625,2.46881699562073,13
21916,1510.80004882813,1664.80004882813,8351.7568359375,1.51118099689484,7.32039451599121,7.41746044158936,9.03022766113281,0.0269007682800293,0.0249361991882324,0.0197963714599609,-0.784762024879456,4.95241069793701,5.01732444763184,6.10480451583862,0.765755593776703,40.10009765625,41,163.70263671875,1068.34899902344,1176.28967285156,5888.4306640625,0.820460557937622,14
21916,1541.19995117188,1720,8971.8720703125,1.29643201828003,7.34031677246094,7.45007944107056,9.10184955596924,0.0199222564697266,0.0326189994812012,0.0716218948364258,-0.214748978614807,4.96359920501709,5.04184722900391,6.16999912261963,0.805795848369598,30.39990234375,55.199951171875,620.115234375,1086.68493652344,1219.15502929688,6459.296875,0.841802477836609,15
21916,1617.30004882813,1803.5,9091.544921875,1.3959219455719,7.38851356506348,7.49748468399048,9.11509990692139,0.0481967926025391,0.0474052429199219,0.0132503509521484,0.0994899272918701,5.0053277015686,5.0786623954773,6.15999603271484,0.975008487701416,76.10009765625,83.5,119.6728515625,1153.63940429688,1286.04846191406,6392.412109375,1.00589823722839,16
21916,1684,1871.5,9436.0966796875,2.0576159954071,7.42892742156982,7.53449535369873,9.15229797363281,0.0404138565063477,0.037010669708252,0.0371980667114258,0.661694049835205,5.03009366989136,5.10028171539307,6.19289207458496,1.60440111160278,66.699951171875,68,344.5517578125,1197.44519042969,1328.92810058594,6700.9609375,1.63766145706177,17
21916,1784.80004882813,2006.90002441406,10003.400390625,2.02659893035889,7.48706150054932,7.60434675216675,9.21068000793457,0.0581340789794922,0.0698513984680176,0.0583820343017578,-0.0310170650482178,5.07510662078857,5.15811681747437,6.23919725418091,1.35855138301849,100.800048828125,135.400024414063,567.3037109375,1278.17895507813,1443.87072753906,7164.6083984375,1.40757775306702,18
21916,1897.59997558594,2131,10562.8095703125,2.11166906356812,7.54834508895874,7.66434669494629,9.26509475708008,0.0612835884094238,0.059999942779541,0.0544147491455078,0.0850701332092285,5.11751556396484,5.19543838500977,6.27465677261353,1.45369184017181,112.799926757813,124.099975585938,559.4091796875,1360.65380859375,1527.23645019531,7553.34765625,1.50197911262512,19
21916,2006.09997558594,2244.60009765625,10522.0400390625,2.02025103569031,7.60394763946533,7.71628284454346,9.26122760772705,0.0556025505065918,0.051936149597168,-0.00386714935302734,-0.0914180278778076,5.15322113037109,5.22789430618286,6.25312280654907,1.33465397357941,108.5,113.60009765625,-40.76953125,1435.21862792969,1603.50183105469,7344.283203125,1.38496828079224,20
21916,2066.19995117188,2340.5,11312.0703125,1.21261596679688,7.6334662437439,7.75812005996704,9.33362579345703,0.0295186042785645,0.041837215423584,0.0723981857299805,-0.807635068893433,5.16468715667725,5.25286912918091,6.3267765045166,0.556699693202972,60.0999755859375,95.89990234375,790.0302734375,1462.67700195313,1665.22583007813,8146.5791015625,0.60483580827713,21
21916,2184.19995117187,2448.19995117187,12145.41015625,1.05498600006104,7.68900489807129,7.80310821533203,9.40470695495606,0.0555386543273926,0.0449881553649902,0.0710811614990234,-0.15762996673584,5.21064233779907,5.28427410125732,6.37435245513916,0.661285161972046,118,107.699951171875,833.33984375,1562.59631347656,1744.07482910156,8742.2431640625,0.690177917480469,22
21916,2264.80004882812,2524.30004882812,11672.25,1.73215401172638,7.72524166107178,7.83371925354004,9.36496925354004,0.0362367630004883,0.0306110382080078,-0.0397377014160156,0.677168011665344,5.22884702682495,5.30027866363525,6.31153678894043,1.38963103294373,80.60009765625,76.10009765625,-473.16015625,1607.69689941406,1787.77404785156,8018.37744140625,1.41476786136627,23
21916,2317.5,2630,11650.0400390625,1.16622805595398,7.7482442855835,7.87473917007446,9.36306476593018,0.0230026245117187,0.0410199165344238,-0.00190448760986328,-0.5659259557724,5.24008464813232,5.33136034011841,6.32253360748291,0.603848397731781,52.699951171875,105.699951171875,-22.2099609375,1636.14880371094,1870.57971191406,8138.51513671875,0.645120084285736,24
21916,2405.19995117188,2745.30004882812,12312.919921875,-0.712240993976593,7.78538846969605,7.91764545440674,9.4184045791626,0.0371441841125488,0.0429062843322754,0.0553398132324219,-1.87846899032593,5.2697606086731,5.36094856262207,6.37849187850952,-1.09088110923767,87.699951171875,115.300048828125,662.8798828125,1707.99426269531,1954.08056640625,8808.076171875,-1.06309354305267,25
21916,2550.5,2874.30004882812,13499.919921875,-0.155736997723579,7.84404468536377,7.96356439590454,9.51043891906738,0.0586562156677246,0.0459189414978027,0.0920343399047852,0.556504011154175,5.31635713577271,5.39293718338013,6.45255899429321,0.0755067765712738,145.300048828125,129,1187,1826.91027832031,2048.39331054687,9795.6533203125,0.0585363544523716,26
21916,2675.89990234375,3072.30004882812,13080.9599609375,1.41383898258209,7.89204120635986,8.03018188476563,9.47891330718994,0.0479965209960938,0.066617488861084,-0.0315256118774414,1.56957602500916,5.34530973434448,5.44464588165283,6.39115238189697,1.4644021987915,125.39990234375,198,-418.9599609375,1908.59753417969,2207.58447265625,9019.591796875,1.46069145202637,27
21916,2653.69995117187,3051.89990234375,11868.7900390625,-1.04257094860077,7.8837103843689,8.02351951599121,9.381667137146,-0.0083308219909668,-0.00666236877441406,-0.0972461700439453,-2.45640993118286,5.32139587402344,5.41635465621948,6.30414199829102,-1.50160300731659,-22.199951171875,-20.400146484375,-1212.169921875,1848.671875,2127.6171875,7933.46337890625,-1.46791577339172,28
21916,2710.89990234375,3108.5,12634.3603515625,-3.53358507156372,7.90503597259522,8.04189586639404,9.44417572021484,0.0213255882263184,0.018376350402832,0.0625085830688477,-2.49101400375366,5.34542608261108,5.43689441680908,6.39822340011597,-3.19509291648865,57.199951171875,56.60009765625,765.5703125,1912.55053710938,2190.3544921875,9063.70703125,-3.21993398666382,29
21916,2868.89990234375,3243.5,13456.7802734375,-0.656765997409821,7.96168375015259,8.08440780639648,9.50723838806152,0.0566477775573731,0.0425119400024414,0.0630626678466797,2.87681913375854,5.39515018463135,5.47344017028809,6.44099140167236,0.490485489368439,158,135,822.419921875,2053.34228515625,2308.32666015625,9655.810546875,0.406291484832764,30
21916,2992.10009765625,3360.69995117187,13786.3095703125,-1.19042694568634,8.00373077392578,8.11990451812744,9.53143119812012,0.0420470237731934,0.035496711730957,0.0241928100585937,-0.53366094827652,5.41880559921265,5.4951343536377,6.44470977783203,-0.977194249629974,123.2001953125,117.199951171875,329.529296875,2129.00903320312,2384.91284179687,9737.919921875,-0.99284291267395,31
21916,3124.69995117188,3527.5,14450.5,0.113048002123833,8.04709339141846,8.16834449768066,9.57848453521729,0.0433626174926758,0.0484399795532227,0.047053337097168,1.30347490310669,5.44851684570313,5.53204965591431,6.48390817642212,0.499544739723206,132.599853515625,166.800048828125,664.1904296875,2224.544921875,2516.45385742187,10302.97265625,0.47118067741394,32
21916,3203.19995117188,3628.60009765625,15340,1.70421004295349,8.0719051361084,8.19660186767578,9.63821887969971,0.0248117446899414,0.0282573699951172,0.0597343444824219,1.59116208553314,5.45924997329712,5.54457998275757,6.52836561203003,1.6675066947937,78.5,101.10009765625,889.5,2263.15307617187,2567.37329101562,10992.6552734375,1.6702002286911,33
21916,3193,3658,15964.9501953125,2.29849600791931,8.06871604919434,8.20467185974121,9.67815113067627,-0.0031890869140625,0.00806999206542969,0.0399322509765625,0.59428596496582,5.44800519943237,5.54347562789917,6.54890394210815,1.74518895149231,-10.199951171875,29.39990234375,624.9501953125,2229.3369140625,2566.35791015625,11350.0048828125,1.78579485416412,34
21916,3236,3741.10009765625,15964.990234375,4.70384693145752,8.08209323883057,8.22713470458984,9.6781530380249,0.0133771896362305,0.0224628448486328,1.9073486328125E-06,2.40535092353821,5.46241760253906,5.56331825256348,6.5359411239624,3.95759272575378,43,83.10009765625,0.0400390625,2275.40551757812,2640.61303710937,11162.0322265625,4.01235866546631,35
21916,3275.5,3791.69995117187,16312.509765625,4.4490270614624,8.09422588348389,8.24057006835938,9.69968795776367,0.0121326446533203,0.0134353637695313,0.0215349197387695,-0.254819869995117,5.47020721435547,5.56946039199829,6.55747556686401,2.92182588577271,39.5,50.599853515625,347.51953125,2301.96923828125,2666.212890625,11509.5400390625,3.03390336036682,36
21916,3454.30004882812,3906.89990234375,16944.849609375,4.69097185134888,8.14737510681152,8.27049922943115,9.73771953582764,0.0531492233276367,0.0299291610717773,0.0380315780639648,0.241944789886475,5.51941728591919,5.59502744674683,6.58851528167725,3.24650311470032,178.800048828125,115.199951171875,632.33984375,2468.88598632813,2766.19018554688,12037.3310546875,3.35250926017761,37
21916,3640.60009765625,4207.60009765625,17526.75,5.84833192825317,8.19990348815918,8.34464740753174,9.77148342132568,0.0525283813476563,0.0741481781005859,0.0337638854980469,1.1573600769043,5.55468940734863,5.65945863723755,6.60993146896362,4.32531070709229,186.300048828125,300.7001953125,581.900390625,2601.39501953125,3032.23315429687,12428.9951171875,4.43708181381226,38
21916,3820.89990234375,4347.7998046875,19068.349609375,4.33050394058228,8.24824142456055,8.37742519378662,9.85578536987305,0.0483379364013672,0.0327777862548828,0.0843019485473633,-1.5178279876709,5.58597326278687,5.66816282272339,6.6832709312439,2.43172192573547,180.2998046875,140.19970703125,1541.599609375,2725.64770507813,3081.96899414063,13795.5341796875,2.57106900215149,39
21916,3981.19995117188,4486.60009765625,20530.0390625,3.76803088188171,8.28933811187744,8.40885066986084,9.92964458465576,0.0410966873168945,0.0314254760742187,0.0738592147827148,-0.562473058700562,5.61137580871582,5.68894624710083,6.72976016998291,2.36204314231873,160.300048828125,138.80029296875,1461.689453125,2831.70556640625,3178.59106445312,14793.4423828125,2.46522521972656,40
21916,4113.39990234375,4582.5,21235.689453125,2.81946897506714,8.32200527191162,8.43000030517578,9.96343803405762,0.0326671600341797,0.0211496353149414,0.0337934494018555,-0.948561906814575,5.63070011138916,5.6998929977417,6.73957347869873,1.59609973430634,132.199951171875,95.89990234375,705.650390625,2915.68017578125,3232.73388671875,15059.3525390625,1.68587994575501,41
21916,4279.5,4784.10009765625,22331.990234375,3.28706097602844,8.36159133911133,8.47305297851563,10.0137758255005,0.039586067199707,0.0430526733398438,0.0503377914428711,0.467592000961304,5.65968036651611,5.73607873916626,6.77893972396851,2.37166213989258,166.10009765625,201.60009765625,1096.30078125,3042.0087890625,3405.48291015625,15943.36328125,2.43884086608887,42
21916,4393.7001953125,4906.5,23659.80078125,4.31795597076416,8.38792705535889,8.49831581115723,10.0715322494507,0.0263357162475586,0.0252628326416016,0.0577564239501953,1.03089499473572,5.67316341400147,5.74736404418945,6.82035255432129,3.25074362754822,114.2001953125,122.39990234375,1327.810546875,3106.23876953125,3467.23266601562,16941.357421875,3.32906365394592,43
21916,4474.5,5014.2001953125,23105.130859375,3.59502506256104,8.40614986419678,8.52002906799316,10.0478096008301,0.0182228088378906,0.0217132568359375,-0.0237226486206055,-0.722930908203125,5.68283557891846,5.76087522506714,6.77787828445435,2.19311141967773,80.7998046875,107.7001953125,-554.669921875,3152.68212890625,3538.10961914062,15987.224609375,2.2959942817688,44
21916,4466.60009765625,5033,24050.2109375,1.80275702476501,8.40438270568848,8.52377128601074,10.0878992080688,-0.00176715850830078,0.00374221801757812,0.0400896072387695,-1.79226803779602,5.67515230178833,5.75756740570068,6.82566976547241,0.635557770729065,-7.89990234375,18.7998046875,945.080078125,3120.47412109375,3524.50854492188,17099.173828125,0.721215724945068,45
21916,4594.5,5189.2998046875,24418.19921875,1.00743901729584,8.43261528015137,8.55435371398926,10.1030836105347,0.0282325744628906,0.0305824279785156,0.0151844024658203,-0.795318007469177,5.70395851135254,5.7869348526001,6.82783842086792,0.422136664390564,127.89990234375,156.2998046875,367.98828125,3250.75073242188,3675.15258789062,17182.83984375,0.465090572834015,46
21916,4748.89990234375,5261.2998046875,25092.330078125,0.624790012836456,8.46566867828369,8.56813335418701,10.1303176879883,0.0330533981323242,0.0137796401977539,0.0272340774536133,-0.382649004459381,5.72784566879272,5.79078531265259,6.85014247894287,0.297704100608826,154.39990234375,72,674.130859375,3366.67260742187,3700.13061523438,17746.263671875,0.321708142757416,47
21916,4928.10009765625,5397.2001953125,25218.599609375,2.20600199699402,8.50270843505859,8.59363555908203,10.1353368759155,0.0370397567749023,0.0255022048950195,0.00501918792724609,1.58121204376221,5.75415372848511,5.81181383132935,6.84631967544556,2.00315093994141,179.2001953125,135.900390625,126.26953125,3499.42260742187,3814.37036132812,17669.724609375,2.01803779602051,48
21916,5075.60009765625,5539.10009765625,27439.73046875,3.33314299583435,8.53219985961914,8.61958694458008,10.219747543335,0.0294914245605469,0.0259513854980469,0.0844106674194336,1.12714099884033,5.77161979675293,5.82948541641235,6.92910051345825,2.61691880226135,147.5,141.89990234375,2221.130859375,3593.01123046875,3915.38549804687,19852.869140625,2.66948080062866,49
21916,5237.5,5677.7001953125,29448.189453125,3.08320093154907,8.56359958648682,8.64430141448975,10.2903881072998,0.0313997268676758,0.024714469909668,0.0706405639648438,-0.249942064285278,5.79344415664673,5.84577417373657,6.97233581542969,2.00102710723877,161.89990234375,138.60009765625,2008.458984375,3710.53662109375,4011.2958984375,21193.11328125,2.08044528961182,50
21916,5423.89990234375,5854.5,32664.0703125,3.11999988555908,8.59857082366943,8.67496585845947,10.3940305709839,0.0349712371826172,0.0306644439697266,0.103642463684082,0.0367989540100098,5.81822109222412,5.86841440200806,7.05304336547852,2.11897492408752,186.39990234375,176.7998046875,3215.880859375,3848.22998046875,4146.3984375,23804.76171875,2.19243764877319,51
21916,5683.7001953125,6168.60009765625,35587.01953125,3.583909034729,8.64535808563232,8.72722721099854,10.479736328125,0.0467872619628906,0.0522613525390625,0.0857057571411133,0.463909149169922,5.85365438461304,5.910719871521,7.10509920120239,2.57093644142151,259.80029296875,314.10009765625,2922.94921875,4051.953125,4407.3095703125,25760.234375,2.64527606964111,52
21916,5968.39990234375,6320,39591.26171875,3.24527096748352,8.69423389434814,8.75147438049316,10.5863637924194,0.0488758087158203,0.0242471694946289,0.106627464294434,-0.338638067245483,5.88733959197998,5.91799974441528,7.18390035629272,2.08168077468872,284.69970703125,151.39990234375,4004.2421875,4258.49365234375,4464.21435546875,28885.125,2.16707372665405,53
21916,6257.7998046875,6539.2001953125,38167.71875,3.5759699344635,8.74158382415772,8.78557014465332,10.5497455596924,0.0473499298095703,0.0340957641601562,-0.0366182327270508,0.33069896697998,5.91882085800171,5.94422292709351,7.11266374588013,2.52232551574707,289.39990234375,219.2001953125,-1423.54296875,4462.2431640625,4637.86669921875,26256.9296875,2.59964990615845,54
