obs,wage,female,nonwhite,union,education,exper,age,wind,femalenonw,lnwage,education_exper,_Ifemale_1,_IfemXeduca_1,_IfemXexper_1,_Inonwhite_1,_InonXeduca_1
1031,9.63000011444092,1,0,0,12,7,25,1,0,2.26488327980041,84,1,12,7,0,0
1032,14.3999996185303,1,0,0,12,18,36,0,0,2.66722822189331,216,1,12,18,0,0
1033,6.25,1,0,0,16,19,41,1,0,1.83258152008057,304,1,16,19,0,0
1034,10.9300003051758,1,0,0,12,17,35,1,0,2.3915114402771,204,1,12,17,0,0
1035,14.4399995803833,0,0,0,14,19,39,1,0,2.67000222206116,266,0,0,0,0,0
1036,6,0,0,0,12,5,23,0,0,1.7917594909668,60,0,0,0,0,0
1037,4.75,0,0,0,11,1,18,0,0,1.55814456939697,11,0,0,0,0,0
1038,22.7600002288818,0,0,0,16,14,36,1,0,3.125004529953,224,0,0,0,0,0
1039,14.3999996185303,1,0,1,18,4,28,1,0,2.66722822189331,72,1,18,4,0,0
1040,5.75,1,1,0,16,18,40,0,1,1.74919986724854,288,1,16,18,1,16
1041,25.3999996185303,1,0,0,18,18,42,0,0,3.23474907875061,324,1,18,18,0,0
1042,15.75,1,0,0,12,9,27,1,0,2.756840467453,108,1,12,9,0,0
1043,11,0,0,0,12,29,47,0,0,2.39789533615112,348,0,0,0,0,0
1044,6,1,0,1,12,3,21,0,0,1.7917594909668,36,1,12,3,0,0
1045,7.5,1,1,0,12,14,32,1,1,2.01490306854248,168,1,12,14,1,12
1046,13.6999998092651,0,1,0,14,27,47,0,0,2.61739587783813,378,0,0,0,1,14
1047,7.5,0,1,0,11,2,19,0,0,2.01490306854248,22,0,0,0,1,11
1048,7.19999980926514,1,1,0,12,16,34,1,1,1.97408103942871,192,1,12,16,1,12
1049,9,0,1,0,12,3,21,1,0,2.19722461700439,36,0,0,0,1,12
1050,17,0,0,1,12,38,56,0,0,2.83321332931519,456,0,0,0,0,0
1051,4.75,0,0,0,12,42,60,0,0,1.55814456939697,504,0,0,0,0,0
1052,5.59999990463257,0,0,0,12,7,25,0,0,1.72276663780212,84,0,0,0,0,0
1053,9.5600004196167,1,0,0,12,34,52,0,0,2.25758767127991,408,1,12,34,0,0
1054,12.1999998092651,0,0,1,12,21,39,0,0,2.50143599510193,252,0,0,0,0,0
1055,12.5,0,0,0,20,8,34,1,0,2.52572870254517,160,0,0,0,0,0
1056,27.2000007629395,0,0,1,16,23,45,1,0,3.3032169342041,368,0,0,0,0,0
1057,29.9699993133545,0,0,1,18,22,46,1,0,3.40019679069519,396,0,0,0,0,0
1058,9,0,0,0,18,36,60,0,0,2.19722461700439,648,0,0,0,0,0
1059,7.73999977111816,0,0,0,12,14,32,0,0,2.04640173912048,168,0,0,0,0,0
1060,22.2199993133545,1,0,1,20,4,30,0,0,3.10099267959595,80,1,20,4,0,0
1061,13.6499996185303,0,0,0,12,17,35,0,0,2.61373949050903,204,0,0,0,0,0
1062,4.84999990463257,1,0,0,12,2,20,0,0,1.57897865772247,24,1,12,2,0,0
1063,12.9799995422363,1,0,0,16,26,48,1,0,2.56340956687927,416,1,16,26,0,0
1064,5,1,0,0,12,38,56,0,0,1.60943794250488,456,1,12,38,0,0
1065,16,0,0,0,12,22,40,0,0,2.7725887298584,264,0,0,0,0,0
1066,11.25,1,0,0,16,4,26,1,0,2.42036819458008,64,1,16,4,0,0
1067,6.5,0,1,0,9,11,26,0,0,1.8718022108078,99,0,0,0,1,9
1068,6.19999980926514,1,0,0,12,1,19,0,0,1.82454931735992,12,1,12,1,0,0
1069,5,1,0,0,12,23,41,0,0,1.60943794250488,276,1,12,23,0,0
1070,6.94000005722046,1,0,0,11,22,39,1,0,1.93730175495148,242,1,11,22,0,0
1071,50,1,0,0,10,36,52,0,0,3.91202306747437,360,1,10,36,0,0
1072,10.8400001525879,0,0,0,12,11,29,1,0,2.38324308395386,132,0,0,0,0,0
1073,34.9599990844727,0,0,0,20,20,46,1,0,3.55420446395874,400,0,0,0,0,0
1074,5.90000009536743,1,1,0,12,13,31,0,1,1.77495241165161,156,1,12,13,1,12
1075,4.40000009536743,1,1,0,10,17,33,0,1,1.48160457611084,170,1,10,17,1,10
1076,6,0,0,0,12,22,40,0,0,1.7917594909668,264,0,0,0,0,0
1077,13,0,0,0,10,29,45,0,0,2.56494927406311,290,0,0,0,0,0
1078,5.69999980926514,1,0,0,11,1,18,0,0,1.74046611785889,11,1,11,1,0,0
1079,8.64999961853027,0,0,0,16,13,35,1,0,2.15755939483643,208,0,0,0,0,0
1080,7.44999980926514,1,0,0,12,30,48,0,0,2.00821399688721,360,1,12,30,0,0
1081,14.0699996948242,0,0,0,12,23,41,1,0,2.64404487609863,276,0,0,0,0,0
1082,6,0,0,0,14,3,23,0,0,1.7917594909668,42,0,0,0,0,0
1083,9.93000030517578,0,1,1,12,13,31,0,0,2.29556059837341,156,0,0,0,1,12
1084,12.1999998092651,1,1,0,16,33,55,0,1,2.50143599510193,528,1,16,33,1,16
1085,7.07999992370606,1,0,0,14,20,40,0,0,1.95727384090424,280,1,14,20,0,0
1086,8.97999954223633,1,0,0,12,16,34,1,0,2.1949999332428,192,1,12,16,0,0
1087,13.4499998092651,0,0,0,16,4,26,1,0,2.59897899627686,64,0,0,0,0,0
1088,5.75,1,0,0,12,5,23,0,0,1.74919986724854,60,1,12,5,0,0
1089,5.05000019073486,0,0,0,16,17,39,1,0,1.6193882226944,272,0,0,0,0,0
1090,13.1999998092651,1,0,0,16,15,37,1,0,2.58021688461304,240,1,16,15,0,0
1091,31.25,0,0,0,14,20,40,1,0,3.44201946258545,280,0,0,0,0,0
1092,5.75,0,0,0,11,5,22,1,0,1.74919986724854,55,0,0,0,0,0
1093,6.5,1,0,0,16,1,23,0,0,1.8718022108078,16,1,16,1,0,0
1094,6.25,1,1,1,14,17,37,1,1,1.83258152008057,238,1,14,17,1,14
1095,18.75,0,1,1,12,26,44,1,0,2.93119382858276,312,0,0,0,1,12
1096,5.30000019073486,1,1,0,12,20,38,0,1,1.66770684719086,240,1,12,20,1,12
1097,2.07999992370605,1,1,0,12,9,27,1,1,0.732367873191834,108,1,12,9,1,12
1098,9,0,1,0,12,5,23,0,0,2.19722461700439,60,0,0,0,1,12
1099,11.75,0,0,0,16,10,32,1,0,2.46385335922241,160,0,0,0,0,0
1100,8.07999992370606,1,0,1,12,24,42,0,0,2.0893919467926,288,1,12,24,0,0
1101,9,0,0,0,12,18,36,0,0,2.19722461700439,216,0,0,0,0,0
1102,10,0,0,0,16,26,48,0,0,2.30258512496948,416,0,0,0,0,0
1103,7.69999980926514,0,0,0,12,6,24,1,0,2.04122018814087,72,0,0,0,0,0
1104,9,1,1,0,12,30,48,0,1,2.19722461700439,360,1,12,30,1,12
1105,8,0,1,1,12,6,24,0,0,2.0794415473938,72,0,0,0,1,12
1106,18,0,0,1,12,17,35,0,0,2.89037179946899,204,0,0,0,0,0
1107,11.25,0,1,1,12,9,27,1,0,2.42036819458008,108,0,0,0,1,12
1108,7.5,0,0,0,12,8,26,0,0,2.01490306854248,96,0,0,0,0,0
1109,7,1,1,0,10,37,53,0,1,1.94591009616852,370,1,10,37,1,10
1110,7.96999979019165,1,1,0,12,15,33,0,1,2.07568454742432,180,1,12,15,1,12
1111,8.6899995803833,1,0,0,12,21,39,0,0,2.16217279434204,252,1,12,21,0,0
1112,12.3800001144409,1,0,0,14,13,33,0,0,2.51608228683472,182,1,14,13,0,0
1113,18.9699993133545,0,0,0,12,14,32,1,0,2.94285869598389,168,0,0,0,0,0
1114,4.25,1,0,0,12,5,23,0,0,1.44691896438599,60,1,12,5,0,0
1115,11,1,0,0,14,27,47,0,0,2.39789533615112,378,1,14,27,0,0
1116,4.34999990463257,0,1,0,12,4,22,0,0,1.47017586231232,48,0,0,0,1,12
1117,5.5,1,0,0,12,37,55,0,0,1.70474803447723,444,1,12,37,0,0
1118,2.77999997138977,1,0,0,0,40,46,1,0,1.02245092391968,0,1,0,40,0,0
1119,11,0,0,0,14,28,48,0,0,2.39789533615112,392,0,0,0,0,0
1120,10.6999998092651,1,0,0,12,12,30,1,0,2.3702437877655,144,1,12,12,0,0
1121,14.1700000762939,0,0,0,14,31,51,1,0,2.65112709999084,434,0,0,0,0,0
1122,4.75,1,0,0,0,39,45,0,0,1.55814456939697,0,1,0,39,0,0
1123,24.0300006866455,0,0,0,20,7,33,1,0,3.17930316925049,140,0,0,0,0,0
1124,8,1,0,0,14,3,23,0,0,2.0794415473938,42,1,14,3,0,0
1125,9.81999969482422,1,0,0,18,26,50,1,0,2.28442120552063,468,1,18,26,0,0
1126,3.83999991416931,1,0,0,16,27,49,1,0,1.34547233581543,432,1,16,27,0,0
1127,3.83999991416931,1,0,0,16,12,34,1,0,1.34547233581543,192,1,16,12,0,0
1128,6.90999984741211,0,0,0,12,24,42,0,0,1.93296957015991,288,0,0,0,0,0
1129,5,0,1,0,9,3,18,0,0,1.60943794250488,27,0,0,0,1,9
1130,15,0,0,0,12,24,42,0,0,2.70805025100708,288,0,0,0,0,0
1131,5.75,1,0,0,12,22,40,0,0,1.74919986724854,264,1,12,22,0,0
1132,13.8000001907349,1,0,0,12,8,26,0,0,2.62466859817505,96,1,12,8,0,0
1133,16,1,0,0,12,22,40,1,0,2.7725887298584,264,1,12,22,0,0
1134,11.25,0,1,0,16,4,26,1,0,2.42036819458008,64,0,0,0,1,16
1135,19,0,0,0,12,21,39,0,0,2.94443893432617,252,0,0,0,0,0
1136,9.5,1,0,0,12,17,35,1,0,2.25129175186157,204,1,12,17,0,0
1137,5.75,1,0,0,12,22,40,0,0,1.74919986724854,264,1,12,22,0,0
1138,9.5,1,0,1,12,10,28,0,0,2.25129175186157,120,1,12,10,0,0
1139,14,0,0,0,12,19,37,0,0,2.63905739784241,228,0,0,0,0,0
1140,19.2299995422363,0,0,0,7,32,45,1,0,2.95647144317627,224,0,0,0,0,0
1141,17.5,1,0,0,12,5,23,1,0,2.86220097541809,60,1,12,5,0,0
1142,10,1,0,0,12,13,31,0,0,2.30258512496948,156,1,12,13,0,0
1143,5.5,1,0,0,12,23,41,0,0,1.70474803447723,276,1,12,23,0,0
1144,7,1,1,0,12,4,22,0,1,1.94591009616852,48,1,12,4,1,12
1145,8,0,0,0,12,5,23,0,0,2.0794415473938,60,0,0,0,0,0
1146,7,1,0,0,16,11,33,0,0,1.94591009616852,176,1,16,11,0,0
1147,8,0,0,0,12,3,21,1,0,2.0794415473938,36,0,0,0,0,0
1148,4.25,1,1,0,12,23,41,0,1,1.44691896438599,276,1,12,23,1,12
1149,13.75,0,0,0,16,17,39,1,0,2.62103891372681,272,0,0,0,0,0
1150,11,0,1,0,12,15,33,0,0,2.39789533615112,180,0,0,0,1,12
1151,4.5,1,1,0,12,27,45,0,1,1.5040774345398,324,1,12,27,1,12
1152,7.5,0,0,0,12,16,34,1,0,2.01490306854248,192,0,0,0,0,0
1153,31.4699993133545,0,0,0,12,20,38,1,0,3.44903469085693,240,0,0,0,0,0
1154,8,1,0,0,12,30,48,0,0,2.0794415473938,360,1,12,30,0,0
1155,38.75,1,0,0,16,7,29,1,0,3.6571307182312,112,1,16,7,0,0
1156,9.25,0,0,0,12,21,39,0,0,2.22462344169617,252,0,0,0,0,0
1157,14,0,0,0,10,23,39,0,0,2.63905739784241,230,0,0,0,0,0
1158,8,0,0,0,12,13,31,0,0,2.0794415473938,156,0,0,0,0,0
1159,11.0500001907349,1,0,0,14,31,51,1,0,2.40243053436279,434,1,14,31,0,0
1160,7,1,0,0,12,25,43,0,0,1.94591009616852,300,1,12,25,0,0
1161,4.5,1,0,0,12,3,21,0,0,1.5040774345398,36,1,12,3,0,0
1162,6.40000009536743,1,0,0,16,1,23,1,0,1.85629796981812,16,1,16,1,0,0
1163,14.5,0,0,0,12,17,35,0,0,2.67414855957031,204,0,0,0,0,0
1164,5,1,0,0,12,16,34,0,0,1.60943794250488,192,1,12,16,0,0
1165,7.25,1,0,0,12,2,20,0,0,1.981001496315,24,1,12,2,0,0
1166,10,1,0,1,12,19,37,0,0,2.30258512496948,228,1,12,19,0,0
1167,2.11999988555908,1,0,0,10,25,41,0,0,0.751416027545929,250,1,10,25,0,0
1168,6.90000009536743,1,0,0,12,19,37,0,0,1.93152141571045,228,1,12,19,0,0
1169,13.5,1,0,0,20,3,29,0,0,2.60268974304199,60,1,20,3,0,0
1170,2.90000009536743,1,0,1,12,23,41,1,0,1.06471073627472,276,1,12,23,0,0
1171,7.65000009536743,1,0,0,12,13,31,0,0,2.0347056388855,156,1,12,13,0,0
1172,15,1,0,0,18,35,59,0,0,2.70805025100708,630,1,18,35,0,0
1173,20,0,0,0,16,4,26,0,0,2.99573230743408,64,0,0,0,0,0
1174,7.69999980926514,1,0,0,12,21,39,0,0,2.04122018814087,252,1,12,21,0,0
1175,11,0,0,0,12,15,33,0,0,2.39789533615112,180,0,0,0,0,0
1176,7,1,0,0,12,16,34,0,0,1.94591009616852,192,1,12,16,0,0
1177,9,0,0,1,12,12,30,0,0,2.19722461700439,144,0,0,0,0,0
1178,7.69000005722046,0,0,0,12,12,30,0,0,2.03992080688477,144,0,0,0,0,0
1179,13,1,0,0,14,12,32,0,0,2.56494927406311,168,1,14,12,0,0
1180,8.4399995803833,1,0,0,12,32,50,0,0,2.13298225402832,384,1,12,32,0,0
1181,16.1599998474121,1,0,1,16,17,39,1,0,2.7825391292572,272,1,16,17,0,0
1182,12,1,0,0,18,3,27,0,0,2.4849066734314,54,1,18,3,0,0
1183,8.14999961853027,1,1,0,12,39,57,0,1,2.0980179309845,468,1,12,39,1,12
1184,6.96999979019165,1,0,1,9,32,47,0,0,1.94161522388458,288,1,9,32,0,0
1185,15.8400001525879,1,0,0,16,8,30,0,0,2.76253843307495,128,1,16,8,0,0
1186,11.5,0,0,0,12,16,34,0,0,2.44234704971313,192,0,0,0,0,0
1187,16,1,1,0,16,14,36,0,1,2.7725887298584,224,1,16,14,1,16
1188,14.5,1,1,1,16,23,45,0,1,2.67414855957031,368,1,16,23,1,16
1189,7.5,0,1,0,14,11,31,0,0,2.01490306854248,154,0,0,0,1,14
1190,8.52000045776367,1,0,0,10,16,32,0,0,2.14241647720337,160,1,10,16,0,0
1191,16.8299999237061,0,0,0,18,7,31,1,0,2.82316303253174,126,0,0,0,0,0
1192,7.94999980926514,1,0,0,11,33,50,1,0,2.07317185401916,363,1,11,33,0,0
1193,6.42999982833862,1,0,0,12,35,53,1,0,1.86097455024719,420,1,12,35,0,0
1194,6,1,1,0,12,35,53,0,1,1.7917594909668,420,1,12,35,1,12
1195,6,1,1,0,16,5,27,0,1,1.7917594909668,80,1,16,5,1,16
1196,9.10999965667725,1,0,0,12,3,21,0,0,2.20937275886536,36,1,12,3,0,0
1197,5.75,1,0,0,12,11,29,1,0,1.74919986724854,132,1,12,11,0,0
1198,17.3299999237061,1,0,0,12,26,44,0,0,2.85243916511536,312,1,12,26,0,0
1199,4,1,0,0,12,35,53,0,0,1.3862943649292,420,1,12,35,0,0
1200,11,0,0,0,12,35,53,1,0,2.39789533615112,420,0,0,0,0,0
1201,8,0,1,0,12,24,42,0,0,2.0794415473938,288,0,0,0,1,12
1202,6,1,0,0,16,2,24,0,0,1.7917594909668,32,1,16,2,0,0
1203,9.23999977111816,0,0,0,16,21,43,1,0,2.22354197502136,336,0,0,0,0,0
1204,8.10000038146973,0,0,0,12,13,31,0,0,2.09186410903931,156,0,0,0,0,0
1205,6,1,1,0,12,3,21,0,1,1.7917594909668,36,1,12,3,1,12
1206,9,1,1,0,12,9,27,0,1,2.19722461700439,108,1,12,9,1,12
1207,6,1,1,0,12,3,21,0,1,1.7917594909668,36,1,12,3,1,12
1208,9,1,1,1,12,19,37,0,1,2.19722461700439,228,1,12,19,1,12
1209,13,0,0,0,11,19,36,0,0,2.56494927406311,209,0,0,0,0,0
1210,4.5,1,1,0,12,21,39,0,1,1.5040774345398,252,1,12,21,1,12
1211,12.5,1,0,0,18,6,30,1,0,2.52572870254517,108,1,18,6,0,0
1212,8.32999992370606,0,0,0,18,30,54,1,0,2.11986351013184,540,0,0,0,0,0
1213,10.1000003814697,1,0,0,14,13,33,1,0,2.31253552436829,182,1,14,13,0,0
1214,11,0,0,0,12,6,24,0,0,2.39789533615112,72,0,0,0,0,0
1215,9.60999965667725,0,0,0,16,31,53,1,0,2.26280426979065,496,0,0,0,0,0
1216,5,1,0,0,12,10,28,0,0,1.60943794250488,120,1,12,10,0,0
1217,5.75,1,0,0,10,2,18,0,0,1.74919986724854,20,1,10,2,0,0
1218,4.32999992370606,0,0,0,18,7,31,1,0,1.46556746959686,126,0,0,0,0,0
1219,18,0,1,1,16,17,39,0,0,2.89037179946899,272,0,0,0,1,16
1220,10,0,0,1,12,24,42,0,0,2.30258512496948,288,0,0,0,0,0
1221,19.2299995422363,0,0,0,16,34,56,1,0,2.95647144317627,544,0,0,0,0,0
1222,18,1,1,1,16,9,31,0,1,2.89037179946899,144,1,16,9,1,16
1223,19.25,1,1,0,12,15,33,1,1,2.95751094818115,180,1,12,15,1,12
1224,17.5,0,0,1,12,16,34,0,0,2.86220097541809,192,0,0,0,0,0
1225,5,0,0,0,12,1,19,0,0,1.60943794250488,12,0,0,0,0,0
1226,18.2800006866455,1,0,0,16,9,31,1,0,2.90580749511719,144,1,16,9,0,0
1227,5.09999990463257,1,0,0,12,34,52,0,0,1.6292405128479,408,1,12,34,0,0
1228,8,1,0,0,16,1,23,0,0,2.0794415473938,16,1,16,1,0,0
1229,15.3199996948242,0,0,0,12,24,42,0,0,2.729159116745,288,0,0,0,0,0
1230,5.25,1,0,0,12,9,27,0,0,1.65822803974152,108,1,12,9,0,0
1231,11.3299999237061,0,0,1,12,17,35,1,0,2.42745399475098,204,0,0,0,0,0
1232,20.25,0,0,0,16,22,44,1,0,3.00815486907959,352,0,0,0,0,0
1233,15.9099998474121,1,0,1,18,19,43,1,0,2.76694774627686,342,1,18,19,0,0
1234,14,0,0,0,12,30,48,0,0,2.63905739784241,360,0,0,0,0,0
1235,12.3000001907349,0,0,0,20,5,31,1,0,2.50959920883179,100,0,0,0,0,0
1236,14,0,0,1,12,18,36,0,0,2.63905739784241,216,0,0,0,0,0
1237,25,1,0,0,18,35,59,1,0,3.21887588500977,630,1,18,35,0,0
1238,4.80000019073486,1,0,0,10,35,51,1,0,1.56861591339111,350,1,10,35,0,0
1239,4.25,1,0,0,7,35,48,1,0,1.44691896438599,245,1,7,35,0,0
1240,10,0,0,0,10,32,48,0,0,2.30258512496948,320,0,0,0,0,0
1241,5.19999980926514,1,0,0,12,4,22,0,0,1.64865863323212,48,1,12,4,0,0
1242,9,0,0,0,14,6,26,0,0,2.19722461700439,84,0,0,0,0,0
1243,5.25,0,0,0,11,1,18,0,0,1.65822803974152,11,0,0,0,0,0
1244,12,1,0,0,12,19,37,0,0,2.4849066734314,228,1,12,19,0,0
1245,15,0,0,1,12,15,33,0,0,2.70805025100708,180,0,0,0,0,0
1246,10.4399995803833,1,0,0,14,10,30,0,0,2.34564447402954,140,1,14,10,0,0
1247,7.5,1,0,0,14,31,51,0,0,2.01490306854248,434,1,14,31,0,0
1248,6,0,0,0,12,1,19,0,0,1.7917594909668,12,0,0,0,0,0
1249,7.55999994277954,1,0,0,14,6,26,0,0,2.02287125587463,84,1,14,6,0,0
1250,8,1,0,0,12,6,24,0,0,2.0794415473938,72,1,12,6,0,0
1251,15,0,0,0,14,28,48,1,0,2.70805025100708,392,0,0,0,0,0
1252,18,0,0,0,12,28,46,0,0,2.89037179946899,336,0,0,0,0,0
1253,4.25,1,0,0,12,0,18,0,0,1.44691896438599,0,1,12,0,0,0
1254,6,0,0,0,12,37,55,0,0,1.7917594909668,444,0,0,0,0,0
1255,22.2199993133545,0,0,0,12,20,38,1,0,3.10099267959595,240,0,0,0,0,0
1256,6,1,0,0,12,16,34,1,0,1.7917594909668,192,1,12,16,0,0
1257,1.66999995708466,0,0,0,16,10,32,1,0,0.512823581695557,160,0,0,0,0,0
1258,13.3500003814697,0,0,1,16,20,42,0,0,2.59151649475098,320,0,0,0,0,0
1259,10.5,0,0,0,12,12,30,0,0,2.35137534141541,144,0,0,0,0,0
1260,27.8799991607666,0,0,0,7,39,52,1,0,3.32790946960449,273,0,0,0,0,0
1261,5.25,1,0,0,12,5,23,0,0,1.65822803974152,60,1,12,5,0,0
1262,6.82999992370606,1,0,0,16,13,35,0,0,1.92132461071014,208,1,16,13,0,0
1263,14.75,0,1,0,12,23,41,0,0,2.69124317169189,276,0,0,0,1,12
1264,5,1,0,0,12,3,21,0,0,1.60943794250488,36,1,12,3,0,0
1265,4,1,0,0,12,14,32,0,0,1.3862943649292,168,1,12,14,0,0
1266,9.61999988555908,0,0,1,16,5,27,1,0,2.26384425163269,80,0,0,0,0,0
1267,12,0,0,0,12,10,28,0,0,2.4849066734314,120,0,0,0,0,0
1268,9,1,0,0,12,23,41,0,0,2.19722461700439,276,1,12,23,0,0
1269,5,1,1,0,10,38,54,0,1,1.60943794250488,380,1,10,38,1,10
1270,12.1000003814697,0,0,1,16,5,27,1,0,2.49320554733276,80,0,0,0,0,0
1271,12,0,0,0,12,23,41,1,0,2.4849066734314,276,0,0,0,0,0
1272,9.72000026702881,1,0,0,12,19,37,0,0,2.27418565750122,228,1,12,19,0,0
1273,12.9799995422363,0,0,0,12,45,63,1,0,2.56340956687927,540,0,0,0,0,0
1274,12.5,0,1,1,7,47,60,0,0,2.52572870254517,329,0,0,0,1,7
1275,10,0,1,1,12,18,36,0,0,2.30258512496948,216,0,0,0,1,12
1276,6.05000019073486,1,0,0,11,21,38,0,0,1.80005824565887,231,1,11,21,0,0
1277,10.8500003814697,1,1,0,12,27,45,0,1,2.38416504859924,324,1,12,27,1,12
1278,24.0300006866455,0,0,1,16,36,58,1,0,3.17930316925049,576,0,0,0,0,0
1279,15.8100004196167,1,0,0,12,12,30,0,0,2.76064276695251,144,1,12,12,0,0
1280,12.9799995422363,1,1,0,14,17,37,1,1,2.56340956687927,238,1,14,17,1,14
1281,2.13000011444092,1,0,0,12,10,28,0,0,0.756122052669525,120,1,12,10,0,0
1282,16.5799999237061,0,0,0,12,18,36,0,0,2.80819725990295,216,0,0,0,0,0
1283,21.4500007629395,0,0,0,16,27,49,1,0,3.06572461128235,432,0,0,0,0,0
1284,13.1400003433228,1,0,0,12,30,48,0,0,2.57566094398499,360,1,12,30,0,0
1285,1.66999995708466,1,0,0,10,45,61,1,0,0.512823581695557,450,1,10,45,0,0
1286,7,0,0,0,12,7,25,0,0,1.94591009616852,84,0,0,0,0,0
1287,14.8999996185303,0,0,0,16,9,31,1,0,2.70136117935181,144,0,0,0,0,0
1288,5.90000009536743,1,0,0,12,31,49,0,0,1.77495241165161,372,1,12,31,0,0
1289,10,0,0,1,12,20,38,1,0,2.30258512496948,240,0,0,0,0,0
